longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value
-123.0186,37.9764,47,811,353.1313721315827,868,183,8.0129,<1H OCEAN,188200
-119.179,41.372,19,1724,656.6729415497459,300,335,2.491,<1H OCEAN,68300
-121.5094,35.5693,46,609,1284.0223142192574,145,1392,11.1563,<1H OCEAN,105900
-122.6884,35.9736,15,3408,249.36314259881678,693,535,1.4251,<1H OCEAN,106400
-120.0372,32.932,6,353,183.686170753363,859,85,2.4484,<1H OCEAN,149600
-122.9899,38.0974,10,704,137.76239830562776,435,180,1.9173,INLAND,195300
-117.3101,39.3583,46,389,86.72028561569618,366,229,1.3703,INLAND,203300
-119.7376,39.8484,16,2771,120.99802927683213,560,347,3.6697,INLAND,136900
-118.9886,33.9233,45,1069,288.5729039454843,371,138,5.0263,<1H OCEAN,211100
-122.8362,36.7195,11,897,511.9648881003602,1204,368,4.9371,INLAND,78900
-122.9023,34.1802,35,1448,129.98015259410795,950,170,4.8464,INLAND,133700
-118.4658,38.7902,8,2919,424.5340646756669,2446,367,4.6253,NEAR BAY,290900
-114.4499,34.0005,28,1275,133.84315185055382,500,258,2.2059,<1H OCEAN,233100
-123.3375,41.0896,3,2440,145.73082246934806,703,1024,3.3152,<1H OCEAN,191000
-121.4427,34.691,2,892,115.7365040249369,764,485,0.8602,INLAND,96200
-115.6054,35.2683,14,559,621.5946002485241,493,613,8.5654,INLAND,167100
-123.5773,40.5836,52,1290,753.3146775923653,136,116,4.7435,NEAR BAY,142700
-115.5411,36.8554,29,673,146.88074081666105,948,168,4.6692,INLAND,195600
-119.0571,32.728,47,1776,138.87877038572623,4306,307,7.1538,NEAR OCEAN,307500
-120.2173,37.1986,3,823,378.3425208544953,1479,103,7.4677,INLAND,195500
-121.2032,33.3032,1,1033,820.2603894219875,3186,508,3.6085,<1H OCEAN,328500
-121.3288,41.8608,15,228,757.2878028122676,1362,268,4.1782,NEAR BAY,55800
-121.242,38.0871,20,1004,186.87839122665255,588,528,11.4694,<1H OCEAN,126700
-115.452,34.9371,22,925,215.1889379851342,1076,342,3.1545,<1H OCEAN,234900
-117.062,37.8553,34,2475,103.32929390797469,1565,252,11.4082,ISLAND,109000
-117.6028,33.2302,50,2016,185.4088891941251,184,224,3.6321,<1H OCEAN,275000
-116.3125,40.099,33,1115,261.8160769350069,949,142,1.4263,<1H OCEAN,185400
-121.7289,41.2906,9,350,95.12165138172065,614,137,4.729,<1H OCEAN,487800
-118.1196,40.8072,3,805,167.08598610446225,2168,455,3.6153,INLAND,142200
-119.6993,35.7467,2,2477,285.873698614332,895,390,1.9958,<1H OCEAN,156200
-116.4756,35.5948,4,954,84.43802255054034,92,580,4.2691,<1H OCEAN,443300
-121.2074,32.8333,16,519,,945,167,3.3491,INLAND,157500
-117.8682,38.6883,33,2455,499.83400057633867,127,536,13.7951,NEAR BAY,317000
-115.4779,37.5816,9,351,364.68029499392264,1843,216,8.0132,<1H OCEAN,187200
-120.2785,36.8638,40,1013,172.81908075184046,359,367,2.5174,INLAND,325900
-123.6338,41.1225,38,1620,555.7939928989165,269,604,2.8744,INLAND,133600
-119.1395,34.0948,52,1197,646.2669840211666,358,1042,8.169,<1H OCEAN,179200
-120.8403,32.5918,18,459,305.6535514533661,325,518,9.2767,<1H OCEAN,150400
-117.5777,33.1965,16,572,271.5990494006053,587,282,3.6698,INLAND,53900
-114.7897,34.622,8,672,158.57141586057327,334,362,3.3584,INLAND,167100
-119.4439,32.8162,23,1899,184.07186820534014,522,586,4.1525,<1H OCEAN,500000
-119.6381,37.277,36,1235,518.2836525702397,193,402,5.3334,<1H OCEAN,131300
-117.7542,35.4839,3,836,892.9857997269032,543,185,6.9267,<1H OCEAN,183100
-123.265,34.2146,15,1460,183.00544010864792,2075,376,7.1452,INLAND,315000
-121.7649,39.6258,38,648,217.0420101655838,464,609,2.3789,INLAND,178200
-115.1102,34.4423,33,1838,155.54471745642726,1095,870,3.6117,INLAND,129400
-117.6006,39.0322,18,1503,180.98806350695034,243,255,1.2806,INLAND,123600
-124.1656,35.818,23,937,,1057,111,4.4189,NEAR BAY,312900
-122.2537,37.3624,43,978,330.43659507121475,1652,70,1.9489,ISLAND,322300
-117.4716,41.3717,3,863,100.7175891645278,2080,427,2.889,INLAND,357900
-116.656,32.8548,30,2202,166.70562075702856,781,83,8.6922,INLAND,327800
-115.9014,37.2525,45,1275,234.4424071406314,1138,306,5.6634,<1H OCEAN,85600
-121.3782,40.617,17,942,97.5311113287494,238,520,5.5259,<1H OCEAN,114100
-114.9897,38.0858,50,556,142.35087558131528,489,218,4.4879,INLAND,183500
-118.7705,35.1303,32,1656,111.30227833758873,350,85,10.4048,ISLAND,105500
-117.3346,36.278,46,1603,528.33339592583,865,101,3.075,<1H OCEAN,136200
-118.3326,38.9625,7,759,663.3301116377518,435,128,4.944,NEAR OCEAN,243500
-123.0726,40.9627,39,817,140.82005046587813,1152,224,4.788,ISLAND,197900
-114.6689,32.8901,14,1010,1693.1064736407222,4792,568,3.636,NEAR OCEAN,468700
-123.0712,33.1796,15,489,127.25262096729946,1093,246,15.0,NEAR OCEAN,120000
-121.7512,35.588,44,1154,181.94733777920865,2057,1104,2.1543,<1H OCEAN,102300
-116.1637,34.7114,12,346,345.5161908804668,257,507,1.4785,<1H OCEAN,500000
-118.114,35.0168,8,447,369.11316503772775,621,300,4.7817,<1H OCEAN,149900
-115.9185,34.6021,16,767,195.72009211239603,791,232,3.1211,NEAR OCEAN,68200
-119.1426,34.3603,41,706,526.3520606604268,700,172,1.1131,<1H OCEAN,208100
-120.5301,33.7409,34,1504,566.2861204435111,2906,271,5.6154,<1H OCEAN,82900
-115.0815,41.3726,46,1336,243.3808602101432,366,357,5.1814,INLAND,136500
-123.9375,33.8698,24,2874,220.28629474260185,861,306,8.7879,INLAND,73200
-115.7387,34.4418,29,1170,159.5919305120328,95,172,3.2104,INLAND,291700
-121.9918,34.8395,16,1266,118.13485411629259,934,118,1.469,NEAR BAY,169700
-115.8126,41.3636,5,485,139.72510360215114,996,901,2.5523,<1H OCEAN,76200
-122.908,39.6793,5,486,358.2288725342954,637,381,1.4147,INLAND,201900
-118.4978,40.0021,52,1147,244.81243025187956,912,313,11.0017,INLAND,219000
-115.4189,33.4952,30,1161,206.2432439248717,423,348,8.1946,<1H OCEAN,156600
-119.5646,40.4449,50,1343,164.0683396784396,250,528,9.6794,INLAND,372100
-116.8343,36.3778,50,2667,166.57052951063994,301,176,6.6851,INLAND,256500
-116.2533,34.9968,5,501,237.07967768236352,336,223,1.9343,INLAND,127700
-116.9351,37.9696,43,3579,224.33041184668005,236,144,3.5169,<1H OCEAN,163500
-115.0467,40.3107,13,386,244.51382500874684,229,243,7.2102,NEAR OCEAN,80000
-119.8317,39.8972,35,1423,179.24714655606084,342,152,1.6167,NEAR BAY,67500
-122.5687,40.955,49,458,152.99898893587698,500,120,5.8384,<1H OCEAN,92800
-123.8219,41.3173,25,1820,246.139175368919,739,78,7.1491,<1H OCEAN,107700
-121.8354,34.7622,50,388,385.62210795756863,249,781,15.0,INLAND,364600
-122.868,36.5266,14,161,171.3975130075974,315,193,7.9512,<1H OCEAN,91200
-118.7205,32.639,44,1214,46.00956502540608,406,344,5.9598,INLAND,162200
-122.4505,40.8536,46,1004,93.95054164258576,943,261,4.5589,<1H OCEAN,154500
-123.9107,33.9684,26,2378,519.0373140801697,255,346,6.2087,NEAR BAY,110600
-123.9401,40.684,18,1158,490.5938575167519,439,60,6.4643,INLAND,300400
-115.9843,35.6292,20,651,384.8025890248736,1447,176,1.2931,ISLAND,113800
-118.3855,35.9973,34,751,350.32619804292466,352,550,5.094,<1H OCEAN,132900
-120.7191,32.8718,7,10417,498.895066195806,245,953,0.9168,<1H OCEAN,396600
-115.3577,35.6053,47,594,192.44068058260416,620,189,1.1592,INLAND,88200
-123.598,40.9395,10,1583,269.6812032658885,342,205,4.5962,NEAR OCEAN,253200
-114.4968,32.7427,15,1453,142.56063378760183,72,516,5.9724,INLAND,112700
-118.1371,36.3601,17,1609,216.42975923284425,779,333,2.0227,INLAND,77200
-122.4654,32.7983,11,1519,922.770479997325,1334,249,8.6391,<1H OCEAN,131600
-117.5093,36.0238,34,909,137.18945030653464,653,233,11.1529,<1H OCEAN,466300
-116.6662,34.1401,27,319,108.24368256782174,1532,164,7.2686,INLAND,89300
-120.0066,34.8961,21,1222,213.67509067250353,1113,160,4.4104,INLAND,125800
-115.6837,40.8372,31,1086,184.9492286927313,335,268,5.3857,<1H OCEAN,358800
-122.7927,36.6425,50,1196,294.7670910609977,3427,305,4.7957,<1H OCEAN,103100
-121.5116,35.1011,4,1628,426.2426491746131,859,316,5.0957,INLAND,100700
-123.3651,38.0987,41,820,188.26104892574574,936,151,2.4242,INLAND,164900
-122.1912,33.85,49,710,1069.28464963962,300,621,3.5838,INLAND,165100
-121.9127,34.9642,17,2060,579.1073864584246,193,78,4.6448,<1H OCEAN,201200
-115.1237,37.6894,49,871,143.38469186156328,279,354,5.4865,INLAND,140200
-123.5189,34.7565,48,776,231.51343911595075,1388,167,6.3836,INLAND,157500
-120.0258,38.9517,20,730,354.2071942456304,2613,133,2.4619,INLAND,136300
-118.976,37.1692,25,1662,136.96979844027598,837,194,4.0404,INLAND,89700
-115.3131,39.8339,40,946,57.668620533760226,716,80,3.815,NEAR OCEAN,56300
-114.323,41.5083,23,5161,944.4144773553413,1442,313,14.5224,INLAND,402300
-116.7661,33.6001,15,1141,112.74139135254146,2008,757,5.2062,NEAR OCEAN,96600
-114.5921,35.6793,33,471,444.3875671006006,208,155,6.7144,INLAND,114000
-116.429,35.5357,19,807,399.5346618487961,2446,1268,8.1489,<1H OCEAN,187900
-114.668,33.9362,15,1734,138.22807740675273,490,133,7.4804,<1H OCEAN,99800
-117.2273,40.1979,41,720,964.8116566202987,1583,181,1.3222,<1H OCEAN,214600
-123.5024,39.7188,5,1083,256.0089518804619,283,633,4.0272,<1H OCEAN,197200
-120.2808,37.102,16,2175,269.46480977219005,1520,105,6.7315,INLAND,135600
-117.834,37.6088,45,2416,83.36434989033204,211,208,4.8457,INLAND,146000
-120.7928,33.0657,48,759,55.790718370381654,1631,815,1.6474,INLAND,90200
-121.5662,37.7773,32,916,206.47880900238536,1112,107,2.3963,INLAND,158700
-118.526,40.0177,22,1173,606.729902505979,189,369,2.6308,INLAND,140000
-114.965,37.9514,43,2806,66.46804335924493,1845,349,5.4572,<1H OCEAN,127400
-123.9502,35.0204,32,507,270.89943369763887,304,63,5.1577,<1H OCEAN,203100
-116.6077,38.8417,13,1410,259.0763934717337,1659,159,11.182,INLAND,328300
-117.0727,35.9341,38,1140,583.3102077709559,746,1296,4.5157,<1H OCEAN,160500
-114.6605,37.6763,26,585,498.4662971398706,245,286,5.0639,<1H OCEAN,119200
-114.9929,37.1319,52,2607,269.93928762332297,295,320,2.0094,<1H OCEAN,96300
-116.6777,36.1212,17,2193,229.17949630520832,15096,289,4.0817,<1H OCEAN,139200
-119.0959,39.3293,5,3218,147.835281869832,4212,1022,15.0,<1H OCEAN,147800
-122.2573,40.8968,49,2505,109.74892477082268,561,123,5.5029,<1H OCEAN,83900
-118.8476,32.5495,33,1104,157.83025933856578,934,152,3.2029,<1H OCEAN,224900
-116.6465,41.3694,27,1691,112.75661471672466,1741,226,5.7507,<1H OCEAN,186600
-115.3433,37.3594,5,1383,227.33574210436402,236,361,8.3743,NEAR OCEAN,140800
-116.4029,39.157,37,581,238.81457557856524,1155,272,6.0416,<1H OCEAN,161300
-122.3473,40.6284,7,440,201.89008678622474,1465,277,7.3813,INLAND,282200
-118.3031,36.9375,48,1419,264.15777824004164,888,166,7.9693,<1H OCEAN,61300
-120.9783,40.4323,18,1173,177.42843848726363,2023,374,4.9238,NEAR BAY,71700
-124.2079,34.1874,31,866,441.05201668507027,751,65,5.4599,INLAND,211300
-122.2978,34.0121,6,1027,,1610,166,3.13,<1H OCEAN,359000
-123.1678,38.746,2,3784,174.3709110660359,803,137,3.109,<1H OCEAN,188800
-115.8728,40.7664,13,238,108.13994395490458,195,113,4.2704,<1H OCEAN,189200
-121.7149,40.978,42,1716,231.11013987025356,1409,70,2.0246,NEAR OCEAN,87800
-121.453,38.6155,52,1977,543.9210145974199,1884,287,5.5919,INLAND,66600
-114.7006,37.4921,11,2159,369.6701128388697,589,330,2.7794,<1H OCEAN,89700
-120.5091,35.6482,26,417,416.01395821670303,227,332,4.9896,NEAR BAY,187700
-124.2041,41.81,21,893,406.1953544388889,1332,472,6.1125,<1H OCEAN,88300
-121.4615,35.5371,2,862,573.0444310872923,856,534,2.0339,INLAND,91500
-123.107,39.5698,40,1345,447.4109843446584,843,58,5.7319,NEAR OCEAN,75000
-123.2719,37.5538,51,497,271.60521824301736,773,380,1.298,NEAR OCEAN,102200
-123.5251,38.2809,20,1429,184.0205007709421,1489,278,6.3803,INLAND,327900
-118.3674,36.2381,17,590,451.7743581897791,837,275,6.4337,NEAR OCEAN,115200
-122.4065,41.6658,16,890,44.9984970821913,454,224,6.7006,NEAR BAY,257300
-120.6876,37.931,42,2811,594.1754446127657,182,166,5.5084,NEAR BAY,99500
-115.6798,41.409,5,1977,396.6312918990457,459,354,3.2841,<1H OCEAN,295500
-120.0566,32.5721,14,1195,770.4849754474419,1376,123,3.3548,<1H OCEAN,219600
-115.1431,37.9404,24,413,111.7524658056987,508,529,3.0967,<1H OCEAN,128100
-119.3206,39.3133,51,1383,551.929721229745,1375,172,8.3132,NEAR OCEAN,133900
-120.3116,39.5783,4,1450,389.3553478328908,214,58,12.3594,<1H OCEAN,75000
-116.7961,41.0973,52,252,159.9354776572782,296,264,4.7146,<1H OCEAN,115200
-123.5682,32.5418,48,1401,222.41679684274794,282,107,2.4771,<1H OCEAN,338600
-123.4052,32.5031,24,516,211.79319777081517,741,105,3.793,INLAND,159800
-117.7803,36.9865,47,389,189.52536308261458,2789,394,8.0639,INLAND,51000
-119.4306,32.7783,9,500,95.1967751950539,4005,470,6.2487,<1H OCEAN,140700
-116.3958,41.7581,3,241,556.7049105435251,1550,226,4.5739,INLAND,207300
-115.1373,34.6096,9,824,126.16205514843733,138,59,3.8244,<1H OCEAN,248600
-120.4163,36.9903,18,542,117.35142994437683,364,354,1.6273,<1H OCEAN,135200
-118.3359,33.0808,36,2436,566.4648256084054,58,195,3.9396,NEAR BAY,134300
-119.293,37.4595,19,852,91.66199280231014,759,642,3.5517,INLAND,279100
-114.4839,36.1096,24,662,197.97789211980938,2440,969,3.4809,<1H OCEAN,168800
-115.9892,32.9243,4,359,121.99910697267978,1277,85,5.3067,NEAR BAY,116100
-115.1826,35.6837,9,812,769.4769356432855,162,1381,12.8106,<1H OCEAN,214000
-121.7566,36.2186,33,2828,544.9142496306007,2020,82,4.5352,INLAND,299100
-116.5747,41.9043,1,3239,137.66527867831803,1743,167,6.4172,INLAND,55200
-121.6453,34.4749,52,849,121.76226920299017,2285,501,4.3214,<1H OCEAN,171900
-122.2126,37.6754,51,1044,418.6635422800096,1615,147,4.3205,INLAND,98500
-114.8573,41.8795,35,1793,331.40621818767937,436,138,8.8858,<1H OCEAN,180000
-124.107,40.0242,10,534,190.9751147945731,150,74,5.6081,INLAND,212800
-114.6461,41.937,12,1419,179.0043225888598,1697,96,7.1518,<1H OCEAN,256400
-122.8074,41.6988,18,5748,207.74006834667784,1238,138,9.4301,INLAND,226400
-116.1056,37.1506,14,1873,460.05817660202257,137,420,5.5719,INLAND,128800
-121.5408,39.1156,10,1832,734.7242360236336,307,792,5.19,INLAND,153900
-120.793,33.5492,10,2809,876.4721687563257,314,143,6.9738,NEAR OCEAN,230500
-122.1324,36.6909,18,2064,146.33366456012521,1190,184,3.0364,<1H OCEAN,181600
-118.4449,40.1857,24,918,254.83450096374764,656,122,3.0678,<1H OCEAN,88600
-120.819,37.3007,1,480,626.6945962035312,538,83,2.8427,<1H OCEAN,255800
-117.7261,39.1756,30,998,133.03377063557676,475,84,3.3389,NEAR BAY,72700
-124.1435,39.5846,15,556,151.79716586938665,270,100,2.1987,NEAR OCEAN,223700
-123.6563,34.908,8,900,427.4379173556711,1439,236,1.6589,NEAR BAY,149400
-123.3034,40.8191,35,595,176.25319057730746,371,157,2.7372,<1H OCEAN,260300
-120.1101,36.8683,18,834,87.11368210160055,1685,187,1.0927,INLAND,135500
-116.152,34.4968,41,387,137.16133364699945,218,323,5.314,INLAND,65700
-115.4182,40.7215,16,674,489.41430774366984,448,229,4.7553,INLAND,203100
-121.8519,36.4693,21,1456,291.29117567083773,3203,108,6.9913,INLAND,188500
-118.5563,39.628,15,1738,81.97652899908121,802,478,2.5612,<1H OCEAN,254600
-116.6164,37.7063,5,1493,159.77144202158155,449,59,6.0457,INLAND,117700
-121.4117,36.1278,45,842,876.473938795049,402,142,2.759,NEAR OCEAN,245800
-120.2099,40.1938,52,1196,233.07453940504197,331,816,7.1312,<1H OCEAN,220000
-119.0603,38.0525,7,4276,206.3598371837638,956,310,1.5021,NEAR BAY,115000
-122.9513,36.2103,48,662,246.10204216776526,1364,69,3.8869,INLAND,197500
-124.0402,33.5412,7,3372,282.4754718817692,813,80,3.5273,INLAND,84400
-122.7719,41.0067,27,399,186.12690140231453,634,192,7.2295,INLAND,224800
-118.0315,32.837,25,331,625.3912319273024,1076,174,7.165,INLAND,152600
-123.5638,40.7003,22,989,175.9720582879841,216,401,9.3119,<1H OCEAN,94200
-122.403,35.9196,48,1068,490.60373099243606,900,539,1.3384,INLAND,107900
-120.9215,38.5737,13,496,876.3025096605228,941,170,10.9981,<1H OCEAN,267700
-123.5213,41.2609,17,870,318.7497336789044,823,227,2.5719,NEAR BAY,173900
-122.383,33.9412,41,1453,117.52490395627804,426,118,12.4892,<1H OCEAN,97900
-115.1873,37.886,44,554,279.1556220371168,357,219,15.0,<1H OCEAN,89100
-124.107,39.7621,13,2233,164.90407285555952,234,119,9.1582,NEAR BAY,222700
-117.7657,39.697,26,2410,458.8188237044626,2156,248,2.6795,<1H OCEAN,124600
-120.4559,37.4935,9,2621,282.8942342534659,636,157,2.124,<1H OCEAN,162900
-117.5735,38.435,5,580,225.1264758657431,473,379,2.9354,NEAR OCEAN,109600
-118.4131,39.6965,39,636,120.80116805411424,438,510,6.3109,<1H OCEAN,48600
-122.065,40.4898,33,971,66.50932011591898,309,605,2.3679,<1H OCEAN,118800
-115.8279,39.7372,4,906,138.6456536341344,433,250,1.4695,<1H OCEAN,315300
-119.3806,35.863,28,873,385.95950811826435,1752,374,8.5734,NEAR OCEAN,458700
-116.0746,41.9689,26,1861,560.0130332862276,1059,172,3.1261,<1H OCEAN,115600
-120.2399,36.6278,4,1682,196.94581342757425,1290,135,7.7579,INLAND,199700
-114.4531,32.7324,16,594,126.30740285949874,1432,93,7.1206,<1H OCEAN,500000
-116.5951,35.9449,37,493,279.44600135522995,3865,314,5.0459,<1H OCEAN,258700
-114.6405,33.7139,22,460,396.2130883309368,680,58,7.4158,<1H OCEAN,87900
-119.1567,33.6537,36,592,421.59044719870565,472,450,10.8967,NEAR BAY,150100
-119.5631,35.1746,38,1982,280.38911079004714,943,190,7.0888,INLAND,186600
-116.7455,33.0071,35,1212,1042.3099352176946,1117,199,7.2038,<1H OCEAN,301400
-115.4971,39.0409,25,2096,594.7956215009407,647,392,5.6553,<1H OCEAN,106100
-114.6585,33.2029,8,333,103.96452339356719,325,67,3.4562,<1H OCEAN,282100
-121.0545,34.4313,17,1327,,771,209,5.3923,INLAND,241700
-116.313,33.3825,18,1316,110.91571745212173,1028,738,5.0807,<1H OCEAN,136400
-122.1935,33.1001,50,2540,554.3814803712839,878,200,6.0104,<1H OCEAN,500000
-118.8443,35.0436,12,823,73.95961983505816,152,96,5.4748,NEAR OCEAN,103700
-122.5015,37.933,33,783,337.0703948249552,186,191,3.4062,<1H OCEAN,234000
-120.826,41.6645,23,3148,217.2390577769422,1180,611,8.8788,<1H OCEAN,193200
-114.9864,40.8178,12,972,102.37528113045875,493,143,3.2663,<1H OCEAN,162500
-122.8391,40.8214,11,1241,291.2526057671442,3942,83,5.6776,<1H OCEAN,278700
-117.976,34.1726,13,1530,216.26169084607912,1944,176,6.1045,<1H OCEAN,90800
-118.3705,35.0166,35,341,430.46039555394066,241,91,2.387,<1H OCEAN,200300
-123.0926,33.2257,27,1128,78.34405685362563,1512,50,11.4398,INLAND,490300
-121.0402,39.8954,25,458,130.9095936829072,2393,414,4.3727,INLAND,288900
-118.6702,33.1633,40,1031,132.75744153228808,465,509,2.469,INLAND,116400
-122.4282,37.7886,3,892,388.8338228619589,620,328,4.4827,INLAND,93400
-116.2938,34.8548,49,769,207.1941087800875,429,457,2.4975,NEAR OCEAN,223700
-114.5784,34.8127,25,1700,559.2286907427485,270,184,3.1646,<1H OCEAN,105600
-122.1524,41.9119,45,1174,185.09033224376392,2348,630,3.1277,<1H OCEAN,180200
-122.4309,39.6894,10,521,285.560931554076,83,157,4.1309,<1H OCEAN,123800
-119.7506,40.4509,17,509,691.5725910715657,387,244,10.1641,NEAR BAY,500000
-116.8223,37.9338,3,1974,70.73551395703971,474,135,4.777,INLAND,184000
-121.484,40.7746,45,1068,249.70961809837314,754,91,4.9463,<1H OCEAN,134700
-124.1012,38.6322,22,404,239.34314997323474,246,156,3.3662,<1H OCEAN,72600
-118.8878,41.4887,38,819,140.9647359691198,1966,1164,5.3121,INLAND,91400
-114.734,35.1727,14,982,218.17471682283102,153,715,4.3936,<1H OCEAN,169200
-120.3872,38.1555,27,462,304.4557968628589,154,420,4.2619,INLAND,157800
-120.0987,39.0562,42,702,145.13010178956208,696,181,6.8499,NEAR BAY,411300
-114.611,36.2329,20,2084,254.36884911731704,237,178,2.5475,<1H OCEAN,158700
-117.3539,40.8572,48,6265,119.84334134773388,785,811,9.582,<1H OCEAN,309500
-117.1083,41.8081,18,1355,212.08419411341703,367,248,0.8892,<1H OCEAN,188800
-118.673,37.1908,13,424,468.76005623370423,1268,425,4.2382,<1H OCEAN,299200
-114.5539,36.2111,42,941,484.3678572451262,316,166,10.1273,INLAND,61600
-117.4113,36.9834,6,1194,556.0939907077195,2112,198,9.2446,<1H OCEAN,71200
-115.3497,40.601,10,1901,227.88739703164333,1100,422,4.9284,<1H OCEAN,294600
-117.3062,38.632,37,1933,194.66762805701816,362,146,2.7567,INLAND,321700
-116.9488,32.9253,29,2849,410.16942531623243,1095,312,4.1369,NEAR BAY,67400
-121.3959,37.6506,6,1095,553.8066251269439,747,149,15.0,INLAND,191600
-121.2652,32.6644,39,1110,259.40952928121993,1246,349,6.8569,<1H OCEAN,75100
-116.4702,39.8961,11,292,705.2238567231982,1074,146,1.6155,<1H OCEAN,107300
-121.3329,35.619,48,539,402.38483017454365,886,834,4.7103,INLAND,51800
-118.6723,36.9841,25,422,164.0698837639001,700,233,3.1294,<1H OCEAN,149900
-121.8065,40.0874,44,608,178.57713363822762,1371,420,2.0918,<1H OCEAN,157600
-116.1302,32.9413,44,489,237.8559185019376,1696,241,5.987,ISLAND,133900
-123.195,34.0061,30,513,81.50655315338099,741,172,2.5038,<1H OCEAN,152800
-116.0055,36.2806,20,2350,166.10032748646879,1080,365,11.3474,<1H OCEAN,221600
-118.2727,34.6843,37,285,543.7938416906482,1407,548,10.0206,NEAR OCEAN,438500
-122.4309,35.7101,16,954,627.4056915080333,2405,88,2.8928,<1H OCEAN,76900
-118.8796,41.9827,31,2008,298.93370771996774,2091,268,2.7863,<1H OCEAN,117900
-121.475,40.3414,29,887,336.31816779815193,1516,226,6.7124,<1H OCEAN,203700
-121.0653,40.8971,6,2776,196.97097527537557,477,283,8.2537,INLAND,156100
-120.7847,41.402,29,720,156.3184579609987,232,631,3.8536,ISLAND,133700
-123.6668,35.7389,32,3735,364.75086938605796,1040,433,8.0613,INLAND,75300
-114.4404,35.3222,9,365,179.85189444542058,1034,549,12.1663,<1H OCEAN,108800
-123.9847,34.7236,37,2780,798.8990765009931,484,294,5.4627,<1H OCEAN,137700
-117.675,40.3861,23,586,325.71219433818163,228,180,2.4171,INLAND,155600
-120.5877,38.9557,16,3015,334.18347797443494,2501,44,7.1801,INLAND,117400
-117.8399,34.7436,18,790,116.5519743345535,934,659,4.8837,INLAND,301100
-120.7375,36.0814,19,2376,48.278496177155624,253,42,3.6953,INLAND,73900
-117.5625,37.3138,44,2674,334.14976485712754,600,743,7.0359,NEAR BAY,336500
-117.0076,37.5173,2,731,172.80573883250182,227,411,9.2464,<1H OCEAN,127000
-117.3945,40.9429,10,2242,487.2511669833573,1147,970,5.0109,<1H OCEAN,330800
-123.1604,36.1154,12,1075,129.1635348226294,2922,294,1.1417,NEAR OCEAN,113400
-117.7311,41.131,46,393,168.70507817774134,573,347,4.8157,<1H OCEAN,271000
-121.5001,36.693,18,1565,535.7247099540273,617,214,5.1355,<1H OCEAN,119900
-124.012,39.5905,19,538,332.2060208723269,533,258,15.0,INLAND,201900
-120.1517,41.3374,38,694,121.39803650358766,555,147,4.8442,<1H OCEAN,244600
-119.9646,41.122,37,587,250.58671257867422,357,225,4.0439,<1H OCEAN,119100
-119.6283,33.0411,27,1429,927.6097899153824,2009,135,6.7794,NEAR BAY,53100
-117.2518,34.4542,48,550,270.5730121435593,777,252,3.7431,<1H OCEAN,139000
-121.2116,37.0306,14,464,220.60470206707606,699,240,2.9693,<1H OCEAN,135800
-121.1472,36.5998,45,528,457.90561340968117,555,241,1.7218,<1H OCEAN,315000
-123.6945,38.5885,34,667,313.12160454837687,240,229,3.1352,NEAR OCEAN,136200
-117.4318,41.4747,2,1552,672.2070431151677,1409,158,1.4266,<1H OCEAN,145200
-118.6217,33.5678,44,2072,415.12027551236787,2076,362,5.3119,NEAR OCEAN,182700
-120.8057,36.7927,33,2051,461.54551753334755,150,305,5.1013,<1H OCEAN,181300
-117.2481,34.3279,19,1070,695.4895376196924,1173,296,6.8063,<1H OCEAN,86300
-118.9264,40.994,27,1051,198.4750328420661,1326,126,2.4141,INLAND,136500
-119.6076,41.6635,48,964,160.91327994125155,1858,392,1.8904,<1H OCEAN,227100
-119.1868,37.0477,30,1496,95.3914250223295,1744,143,15.0,<1H OCEAN,146600
-117.9365,33.4881,7,2401,211.11574962558373,5478,169,4.2752,INLAND,184700
-117.7,39.9603,27,986,97.9027024187153,916,260,6.8202,<1H OCEAN,136100
-121.4104,39.1228,21,1592,316.0308746728116,1471,547,4.8537,NEAR BAY,274200
-122.8926,35.8694,7,460,159.2631596928881,671,105,7.0074,<1H OCEAN,102300
-122.7337,40.9304,48,1991,479.9269873357544,349,122,5.1388,INLAND,169200
-117.9061,41.7704,25,1275,422.02928288333385,1172,61,2.7698,NEAR OCEAN,51900
-115.5713,37.7996,38,532,186.28543708001027,1472,348,6.2034,<1H OCEAN,85900
-120.205,37.8744,18,2318,484.6391196126677,874,193,5.3782,<1H OCEAN,142900
-122.6048,35.3264,33,459,271.6365645854005,176,329,1.6333,<1H OCEAN,75800
-116.734,38.0528,33,223,70.81825485524713,208,310,5.348,NEAR BAY,236500
-115.9751,36.6766,32,1983,122.48119335635187,1228,424,3.5528,INLAND,92800
-115.4942,35.3708,25,1436,147.39055309713112,496,244,3.004,INLAND,163500
-118.2317,33.1383,14,469,246.4528367174099,884,148,8.0462,<1H OCEAN,249100
-115.6927,34.9007,38,1406,,978,287,4.2926,<1H OCEAN,237400
-124.1459,34.3796,38,2487,168.96858868208972,606,327,4.3717,INLAND,140200
-123.2276,37.6494,4,1316,367.4837752711882,541,191,4.7282,NEAR BAY,138800
-123.3742,38.2159,44,6044,424.47006434129185,599,260,4.3955,<1H OCEAN,212200
-117.174,38.2814,18,604,158.69968719737457,1067,95,4.2264,INLAND,222000
-123.6042,36.1877,10,229,134.98796362922468,976,100,10.7365,<1H OCEAN,407000
